date,month_num,weekday,ai_platform,ai_model_version,active_users,new_users,churned_users,daily_churn_rate,retention_rate,user_id,query_type,input_text,input_text_length,response_tokens,topic_category,user_rating,user_experience_score,session_duration_sec,device_type,language,response_accuracy,response_speed_sec,response_time_category,correction_needed,user_return_frequency,customer_support_interactions,region,query_type_general,query_type_technical
2025-01-17,1,Friday,ChatGPT,GPT-4-turbo,300000,15000,15000,0.05,0.95,ce04a987-0bd3-4710-9d60-41ad62371eda,0,Write a blog post about AI ethics,7,276,Content Creation,4,1.2,26,0,en,0.7346,3.55,0,0,3,2,Romania,1,0
2025-01-17,1,Friday,ChatGPT,GPT-4-turbo,300000,15000,15000,0.05,0.95,6c9aeafc-ed06-4b5b-b757-dbb2f9f2644b,0,What are the best practices for personal finance?,8,152,Best Practices,4,1.2,38,1,de,0.693,3.56,0,1,4,0,Fiji,1,0
2025-01-17,1,Friday,ChatGPT,GPT-4-turbo,300000,15000,15000,0.05,0.95,c09862b3-8a7f-4811-b852-808d99e5413c,0,Explain climate change in simple terms,6,320,Education,4,1.2,7,0,es,0.6989,3.59,0,0,9,1,Israel,1,0
2025-01-17,1,Friday,ChatGPT,GPT-4-turbo,300000,15000,15000,0.05,0.95,aef1f00c-7a79-478b-b46a-1903aa9a8a20,0,Draft a professional email about AI ethics,7,298,Professional Writing,5,1.6,28,0,en,0.7024,3.38,0,0,10,1,Namibia,1,0
2025-01-17,1,Friday,ChatGPT,GPT-4-turbo,300000,15000,15000,0.05,0.95,8539c962-76bc-4998-a729-7d8258426f47,0,Explain AI ethics in simple terms,6,465,Education,4,1.2,36,1,zh,0.7395,3.3,0,0,1,2,Syrian Arab Republic,1,0
2025-01-17,1,Friday,ChatGPT,GPT-4-turbo,300000,15000,15000,0.05,0.95,2e507eb8-4180-4b01-abe2-87dd5da9d987,0,What are the best practices for climate change?,8,426,Best Practices,4,1.2,28,1,de,0.6824,3.62,0,0,9,2,Somalia,1,0
2025-01-17,1,Friday,ChatGPT,GPT-4-turbo,300000,15000,15000,0.05,0.95,23011f7a-2d73-4020-8fa1-3ba214ae0dff,0,Explain personal finance in simple terms,6,207,Education,3,0.8,21,0,fr,0.7253,3.55,0,0,5,1,Iran,1,0
2025-01-17,1,Friday,ChatGPT,GPT-4-turbo,300000,15000,15000,0.05,0.95,d689732d-6728-442b-88ca-791fef564e1c,0,Write a blog post about climate change,7,284,Content Creation,4,1.2,36,1,en,0.7325,3.53,0,0,4,2,Anguilla,1,0
2025-01-17,1,Friday,ChatGPT,GPT-4-turbo,300000,15000,15000,0.05,0.95,8151bba4-74e3-49dc-9565-f7e1dc347b93,0,Explain climate change in simple terms,6,63,Education,4,1.2,24,0,de,0.7498,3.45,0,0,3,0,Slovakia (Slovak Republic),1,0
2025-01-17,1,Friday,ChatGPT,GPT-4-turbo,300000,15000,15000,0.05,0.95,7c66b80d-3450-4d2b-8d12-4f1bcd00baa1,0,Draft a professional email about climate change,7,401,Professional Writing,4,1.2,7,0,zh,0.8502865606485812,3.62,0,0,7,0,Cameroon,1,0
2025-01-17,1,Friday,ChatGPT,GPT-4-turbo,300000,15000,15000,0.05,0.95,1898c734-0d48-42f5-8b3f-fbd5e6d94016,0,Draft a professional email about personal finance,7,157,Professional Writing,3,0.8,13,2,en,0.7148,3.42,0,0,1,0,Spain,1,0
2025-01-17,1,Friday,ChatGPT,GPT-4-turbo,300000,15000,15000,0.05,0.95,7743feed-9717-45f8-9e2d-7a9395b505a2,0,What are the best practices for AI ethics?,8,395,Best Practices,4,1.2,28,1,de,0.7384,3.54,0,0,3,1,Mayotte,1,0
2025-01-17,1,Friday,ChatGPT,GPT-4-turbo,300000,15000,15000,0.05,0.95,ca8066d9-0dc1-48e0-acc2-e0b89748ae43,0,Draft a professional email about personal finance,7,493,Professional Writing,3,0.8,5,1,zh,0.7427,3.39,0,0,4,2,Saint Helena,1,0
2025-01-17,1,Friday,ChatGPT,GPT-4-turbo,300000,15000,15000,0.05,0.95,015664bd-ca81-4e8f-88d4-4923e708bdc2,0,Explain personal finance in simple terms,6,73,Education,4,1.2,35,0,en,0.6928,3.38,0,1,9,2,Jordan,1,0
2025-01-17,1,Friday,ChatGPT,GPT-4-turbo,300000,15000,15000,0.05,0.95,c1abae2b-6132-433b-b9b0-03c599fb9975,0,Explain personal finance in simple terms,6,482,Education,3,0.8,19,0,es,0.6971,3.55,0,0,7,1,Anguilla,1,0
2025-01-17,1,Friday,ChatGPT,GPT-4-turbo,300000,15000,15000,0.05,0.95,96e36b95-6895-481e-af3c-d236d91b87f7,0,Explain climate change in simple terms,6,120,Education,3,0.8,20,1,es,0.6852,3.61,0,0,8,2,Jordan,1,0
2025-01-17,1,Friday,ChatGPT,GPT-4-turbo,300000,15000,15000,0.05,0.95,8a4ef225-c169-450e-8f35-af546ed90fa3,0,What are the best practices for climate change?,8,125,Best Practices,3,0.8,15,1,en,0.6908,3.36,0,0,5,1,Pakistan,1,0
2025-01-17,1,Friday,ChatGPT,GPT-4-turbo,300000,15000,15000,0.05,0.95,46176a6e-5482-4632-aadd-0af9d5fbeb56,0,Draft a professional email about personal finance,7,412,Professional Writing,5,1.6,10,1,en,0.6964,3.38,0,0,10,1,French Polynesia,1,0
2024-09-03,9,Tuesday,DeepSeek,DeepSeek-Chat 1.5,2300000,230000,46000,0.02,0.95,f33b7c38-534b-4639-bb24-e917d50e3600,1,Debug this error in neural networks:,6,202,Debugging,5,1.98,23,0,fr,0.8902,1.7,1,0,4,1,Mayotte,0,1
2024-09-03,9,Tuesday,DeepSeek,DeepSeek-Chat 1.5,2300000,230000,46000,0.02,0.95,51ef182b-1006-4d09-a0d0-d57f6449ebad,0,How to implement SQL optimization in Python?,7,238,Implementation Help,5,1.98,52,0,en,0.9111,1.94,1,0,1,1,Norway,1,0
2024-09-03,9,Tuesday,DeepSeek,DeepSeek-Chat 1.5,2300000,230000,46000,0.02,0.95,51781863-412a-46d1-b51c-36531dd29b34,1,Explain neural networks algorithm,4,161,Algorithm Explanation,4,1.58,47,0,en,0.8469,2.03,1,0,6,2,French Polynesia,0,1
2024-09-03,9,Tuesday,DeepSeek,DeepSeek-Chat 1.5,2300000,230000,46000,0.02,0.95,ceca7e77-3a4c-43eb-bebe-0a732ff322c4,0,How to implement REST APIs in Python?,7,66,Implementation Help,4,1.58,41,1,es,0.9137,1.75,1,0,1,1,Monaco,1,0
2024-09-03,9,Tuesday,DeepSeek,DeepSeek-Chat 1.5,2300000,230000,46000,0.02,0.95,b010e899-393f-4902-bd2f-a5b8fa5a8397,1,Optimize this REST APIs code:,5,401,Code Optimization,5,1.98,25,0,de,0.9107,1.67,1,0,6,2,Latvia,0,1
2024-09-03,9,Tuesday,DeepSeek,DeepSeek-Chat 1.5,2300000,230000,46000,0.02,0.95,495f18cb-b01f-49b8-bcc8-17660a0d8e6e,1,Explain SQL optimization algorithm,4,115,Algorithm Explanation,5,1.98,44,1,de,0.8538,1.73,1,0,3,0,Sweden,0,1
2024-09-03,9,Tuesday,DeepSeek,DeepSeek-Chat 1.5,2300000,230000,46000,0.02,0.95,c324bb7f-9927-458d-90d1-6da7177a305b,1,Explain neural networks algorithm,4,126,Algorithm Explanation,5,1.98,13,0,fr,0.8718,1.82,1,0,5,2,Mauritius,0,1
2024-09-03,9,Tuesday,DeepSeek,DeepSeek-Chat 1.5,2300000,230000,46000,0.02,0.95,b5d99685-0222-4e3e-918a-7b5198ffb31f,0,How to implement SQL optimization in Python?,7,120,Implementation Help,5,1.98,32,1,de,0.8629,1.76,1,0,9,2,Papua New Guinea,1,0
2024-09-03,9,Tuesday,DeepSeek,DeepSeek-Chat 1.5,2300000,230000,46000,0.02,0.95,3f24ec03-f3a3-470e-8c5d-6411ee6f7f6a,1,Optimize this SQL optimization code:,5,180,Code Optimization,4,1.58,34,0,en,0.8589,1.8,1,0,1,3,Bermuda,0,1
2024-05-10,5,Friday,ChatGPT,GPT-4-turbo,700000,35000,35000,0.05,0.95,23611da2-6948-4a22-a191-62cf8f703073,0,What are the best practices for AI ethics?,8,314,Best Practices,3,1.02,28,1,zh,0.8502865606485812,2.43,1,0,10,2,Sierra Leone,1,0
2024-05-10,5,Friday,ChatGPT,GPT-4-turbo,700000,35000,35000,0.05,0.95,03e303d6-39cd-4cef-b4af-70caced86fbe,0,Draft a professional email about AI ethics,7,372,Professional Writing,4,1.42,15,0,zh,0.8579,2.45,1,0,5,2,Saudi Arabia,1,0
2024-05-10,5,Friday,ChatGPT,GPT-4-turbo,700000,35000,35000,0.05,0.95,15e35027-ff3f-4f11-be84-3c37c0361ec6,0,What are the best practices for AI ethics?,8,72,Best Practices,4,1.42,14,1,de,0.8904,2.69,1,0,2,2,Cape Verde,1,0
2024-05-10,5,Friday,ChatGPT,GPT-4-turbo,700000,35000,35000,0.05,0.95,f7f2dcc6-9e9f-403d-bb50-43ae762e0c44,0,Write a blog post about AI ethics,7,472,Content Creation,4,1.42,22,1,en,0.8477,2.7,1,0,10,0,Jamaica,1,0
2024-05-10,5,Friday,ChatGPT,GPT-4-turbo,700000,35000,35000,0.05,0.95,91f303fe-5472-4315-890f-947037f930ed,0,Draft a professional email about AI ethics,7,282,Professional Writing,4,1.42,8,0,es,0.8235,2.55,1,0,8,1,Malaysia,1,0
2024-05-10,5,Friday,ChatGPT,GPT-4-turbo,700000,35000,35000,0.05,0.95,e37fb1ab-1ade-477f-a70e-8b947beeaccb,0,Draft a professional email about AI ethics,7,129,Professional Writing,3,1.02,9,1,fr,0.8962,2.46,1,0,7,3,Congo,1,0
2024-05-10,5,Friday,ChatGPT,GPT-4-turbo,700000,35000,35000,0.05,0.95,ab9c5889-4a1c-4768-9e89-4973e39e679e,0,Write a blog post about AI ethics,7,128,Content Creation,4,1.42,26,0,fr,0.8545,2.71,1,1,9,3,Czech Republic,1,0
2024-05-10,5,Friday,ChatGPT,GPT-4-turbo,700000,35000,35000,0.05,0.95,1a9c91d2-dba2-4319-b4eb-72101cf3ef8d,0,Explain personal finance in simple terms,6,434,Education,3,1.02,39,0,de,0.8174,2.67,1,0,5,2,Hong Kong,1,0
2024-05-10,5,Friday,ChatGPT,GPT-4-turbo,700000,35000,35000,0.05,0.95,03fa7287-e28e-4722-98dc-9ad1dddfe410,0,What are the best practices for AI ethics?,8,456,Best Practices,4,1.42,27,0,zh,0.8425,2.4,1,0,4,1,Israel,1,0
2024-05-10,5,Friday,ChatGPT,GPT-4-turbo,700000,35000,35000,0.05,0.95,a6ba4122-2c44-4695-ab53-f6b6a9d84d4a,0,Explain AI ethics in simple terms,6,341,Education,3,1.02,37,0,fr,0.8801,2.68,1,0,7,2,Mozambique,1,0
2024-05-10,5,Friday,ChatGPT,GPT-4-turbo,700000,35000,35000,0.05,0.95,9becdbb0-ea6b-4d21-8304-79f2a2750b61,0,Explain climate change in simple terms,6,471,Education,4,1.42,33,1,fr,0.847,2.55,1,0,3,0,Latvia,1,0
2024-05-10,5,Friday,ChatGPT,GPT-4-turbo,700000,35000,35000,0.05,0.95,df92e318-10f7-43f1-8145-1380f22c9a98,0,Explain climate change in simple terms,6,315,Education,5,1.82,20,0,zh,0.8079,2.39,1,0,4,2,Svalbard & Jan Mayen Islands,1,0
2024-05-10,5,Friday,ChatGPT,GPT-4-turbo,700000,35000,35000,0.05,0.95,60a2454d-e50c-4174-b65c-31d135ffb912,0,Draft a professional email about climate change,7,489,Professional Writing,5,1.82,40,1,fr,0.8877,2.57,1,0,4,2,Sierra Leone,1,0
2024-05-10,5,Friday,ChatGPT,GPT-4-turbo,700000,35000,35000,0.05,0.95,e2ca517e-a284-465d-93e6-0c268c9f7f51,0,Explain climate change in simple terms,6,456,Education,3,1.02,34,0,zh,0.8232,2.41,1,0,8,1,Guyana,1,0
2024-05-10,5,Friday,ChatGPT,GPT-4-turbo,700000,35000,35000,0.05,0.95,cb1e3558-09f8-4844-9701-4cd284874541,0,Explain AI ethics in simple terms,6,390,Education,5,1.82,28,3,es,0.8544,2.49,1,0,9,3,Estonia,1,0
2023-10-22,10,Sunday,DeepSeek,DeepSeek-Chat 1.5,650000,65000,13000,0.02,0.95,e37a864d-e806-4d18-8980-096d5d98464c,1,Optimize this REST APIs code:,5,97,Code Optimization,5,2.1,12,0,de,0.8842,1.21,1,1,1,3,Cyprus,0,1
2023-10-22,10,Sunday,DeepSeek,DeepSeek-Chat 1.5,650000,65000,13000,0.02,0.95,493121e7-d602-4fb8-a7c4-ca902b2cfab4,0,How to implement REST APIs in Python?,7,442,Implementation Help,4,1.7,42,1,de,0.9109,1.26,1,0,2,0,Sao Tome and Principe,1,0
2023-10-22,10,Sunday,DeepSeek,DeepSeek-Chat 1.5,650000,65000,13000,0.02,0.95,3b72ce77-490a-4092-bb01-343925802705,1,Debug this error in REST APIs:,6,237,Debugging,5,2.1,18,0,es,0.9088,1.2,1,0,10,3,Iraq,0,1
2023-10-22,10,Sunday,DeepSeek,DeepSeek-Chat 1.5,650000,65000,13000,0.02,0.95,98898811-7736-4c9e-b8ec-00157033f99a,0,How to implement SQL optimization in Python?,7,123,Implementation Help,5,2.1,27,0,en,0.8754,1.27,1,0,2,1,Grenada,1,0
2023-10-22,10,Sunday,DeepSeek,DeepSeek-Chat 1.5,650000,65000,13000,0.02,0.95,c67cac35-945b-4d58-88d4-0301ba8b8d4b,1,Explain neural networks algorithm,4,256,Algorithm Explanation,5,2.1,18,0,es,0.8605,1.15,1,0,7,1,Philippines,0,1
2023-10-22,10,Sunday,DeepSeek,DeepSeek-Chat 1.5,650000,65000,13000,0.02,0.95,57c5cd0e-ab57-476d-b7f9-407b5afbeb25,1,Debug this error in neural networks:,6,54,Debugging,4,1.7,44,0,zh,0.8673,1.44,1,0,3,1,Guinea-Bissau,0,1
2023-10-22,10,Sunday,DeepSeek,DeepSeek-Chat 1.5,650000,65000,13000,0.02,0.95,67985c0e-ef96-456c-8e8a-342235cb7c34,1,Explain REST APIs algorithm,4,51,Algorithm Explanation,5,2.1,60,1,fr,0.8877,1.29,1,1,10,2,Nauru,0,1
2023-10-22,10,Sunday,DeepSeek,DeepSeek-Chat 1.5,650000,65000,13000,0.02,0.95,d3ad5924-be12-4622-a6bf-454279951ffb,1,Explain neural networks algorithm,4,313,Algorithm Explanation,4,1.7,54,1,de,0.8743,1.1,1,0,2,3,Niue,0,1
2023-10-22,10,Sunday,DeepSeek,DeepSeek-Chat 1.5,650000,65000,13000,0.02,0.95,34684b96-76ae-4ef1-87d5-f411c00df183,1,Debug this error in REST APIs:,6,106,Debugging,5,2.1,60,0,fr,0.8643,1.45,1,0,9,2,Martinique,0,1
2023-10-22,10,Sunday,DeepSeek,DeepSeek-Chat 1.5,650000,65000,13000,0.02,0.95,864bc678-b9b6-4b34-9e1b-dbbf56ce8217,1,Explain neural networks algorithm,4,219,Algorithm Explanation,5,2.1,11,0,fr,0.8836,1.37,1,0,6,3,United States Minor Outlying Islands,0,1
2023-10-22,10,Sunday,DeepSeek,DeepSeek-Chat 1.5,650000,65000,13000,0.02,0.95,c1468b2a-ffe9-4bc9-a01b-8ed0e9af9f05,1,Explain neural networks algorithm,4,499,Algorithm Explanation,5,2.1,41,0,zh,0.9457,1.33,1,0,1,3,Ghana,0,1
2023-10-22,10,Sunday,DeepSeek,DeepSeek-Chat 1.5,650000,65000,13000,0.02,0.95,e62bf68e-31ec-4f1f-b906-fc7a7e1dae01,0,How to implement REST APIs in Python?,7,215,Implementation Help,5,2.1,34,1,es,0.864,1.44,1,0,10,3,Croatia,1,0
2023-10-22,10,Sunday,DeepSeek,DeepSeek-Chat 1.5,650000,65000,13000,0.02,0.95,8ca932af-5b34-42ba-870c-6cd996b1f024,0,How to implement SQL optimization in Python?,7,130,Implementation Help,5,2.1,47,0,es,0.865,1.26,1,1,10,0,Denmark,1,0
2023-10-22,10,Sunday,DeepSeek,DeepSeek-Chat 1.5,650000,65000,13000,0.02,0.95,6ed7e67a-2b20-43c7-a22a-3161f0a8f4bc,0,How to implement neural networks in Python?,7,149,Implementation Help,4,1.7,22,1,es,0.8528,1.39,1,1,1,2,Samoa,1,0
2023-10-22,10,Sunday,DeepSeek,DeepSeek-Chat 1.5,650000,65000,13000,0.02,0.95,d46aaf05-a40f-4043-b5c2-916f9515ed8e,1,Explain neural networks algorithm,4,163,Algorithm Explanation,5,2.1,36,1,zh,0.9359,1.13,1,0,1,0,Haiti,0,1
2023-10-22,10,Sunday,DeepSeek,DeepSeek-Chat 1.5,650000,65000,13000,0.02,0.95,46edda05-601a-4250-b2eb-c770d4e34775,1,Explain SQL optimization algorithm,4,435,Algorithm Explanation,5,2.1,55,0,zh,0.9104,1.14,1,0,10,1,Sri Lanka,0,1
2023-10-22,10,Sunday,DeepSeek,DeepSeek-Chat 1.5,650000,65000,13000,0.02,0.95,9613862d-a98b-48e3-bfe0-a641a78e0a04,1,Explain SQL optimization algorithm,4,291,Algorithm Explanation,5,2.1,60,1,es,0.9388,1.13,1,1,7,2,Saint Helena,0,1
2023-10-22,10,Sunday,DeepSeek,DeepSeek-Chat 1.5,650000,65000,13000,0.02,0.95,d73c6818-1df6-483c-95f9-9bbfd7a00d32,0,How to implement SQL optimization in Python?,7,264,Implementation Help,5,2.1,20,1,zh,0.8516,1.15,1,0,2,3,Niue,1,0
2024-07-30,7,Tuesday,ChatGPT,GPT-4-turbo,600000,30000,30000,0.05,0.95,2e7e9de5-6bc9-42a6-b079-c404a8098269,0,Explain personal finance in simple terms,6,393,Education,5,1.67,13,0,en,0.7215,3.32,0,0,2,2,United Kingdom,1,0
2024-07-30,7,Tuesday,ChatGPT,GPT-4-turbo,600000,30000,30000,0.05,0.95,b2f79db6-2d91-4282-8e40-2fa1bdb115fa,0,What are the best practices for climate change?,8,66,Best Practices,5,1.67,19,0,de,0.7895,3.23,0,0,2,3,Central African Republic,1,0
2024-07-30,7,Tuesday,ChatGPT,GPT-4-turbo,600000,30000,30000,0.05,0.95,6448e2fc-c5e4-446b-8171-8d606b3dc0ee,0,Write a blog post about personal finance,7,261,Content Creation,3,0.87,27,1,de,0.6913,3.27,0,1,2,1,Guernsey,1,0
2024-07-30,7,Tuesday,ChatGPT,GPT-4-turbo,600000,30000,30000,0.05,0.95,daf25a63-5248-46e5-aabc-e6cdd14743c2,0,What are the best practices for AI ethics?,8,90,Best Practices,4,1.27,40,2,en,0.7658,3.07,0,0,7,2,Somalia,1,0
2024-07-30,7,Tuesday,ChatGPT,GPT-4-turbo,600000,30000,30000,0.05,0.95,4b26b3f9-7405-4c71-9a07-b88db8df6dea,0,Draft a professional email about AI ethics,7,226,Professional Writing,4,1.27,34,0,de,0.7793,3.26,0,0,10,2,French Southern Territories,1,0
2024-07-30,7,Tuesday,ChatGPT,GPT-4-turbo,600000,30000,30000,0.05,0.95,41d39b5e-501d-46ce-a92c-9c80b8fb4c6a,0,Explain AI ethics in simple terms,6,453,Education,3,0.87,24,1,fr,0.7524,2.98,0,1,8,0,Croatia,1,0
2024-11-15,11,Friday,DeepSeek,DeepSeek-Chat 1.5,2600000,260000,52000,0.02,0.95,295b0499-9f63-4f6a-a0aa-fd217d9fd16b,1,Debug this error in REST APIs:,6,89,Debugging,5,2.08,12,2,es,0.9192,1.38,1,0,10,0,Dominican Republic,0,1
2024-11-15,11,Friday,DeepSeek,DeepSeek-Chat 1.5,2600000,260000,52000,0.02,0.95,ce7dd543-75c1-440e-b61b-72fbe91cfd40,1,Explain neural networks algorithm,4,92,Algorithm Explanation,4,1.68,48,1,zh,0.941,1.4,1,0,7,1,Indonesia,0,1
2024-11-15,11,Friday,DeepSeek,DeepSeek-Chat 1.5,2600000,260000,52000,0.02,0.95,4421191b-1e6e-4564-9a71-8cc9fae46039,1,Explain REST APIs algorithm,4,136,Algorithm Explanation,4,1.68,58,0,fr,0.8897,1.58,1,0,10,3,Antarctica (the territory South of 60 deg S),0,1
2024-11-15,11,Friday,DeepSeek,DeepSeek-Chat 1.5,2600000,260000,52000,0.02,0.95,2f713cdf-7e51-4669-b033-7b616a0aed08,1,Explain SQL optimization algorithm,4,278,Algorithm Explanation,5,2.08,28,0,zh,0.9689,1.58,1,0,1,1,Vietnam,0,1
2023-12-08,12,Friday,ChatGPT,GPT-4-turbo,950000,47500,47500,0.05,0.95,66c70e6e-0717-4873-8fc6-b61eb49f2105,0,Write a blog post about AI ethics,7,342,Content Creation,4,1.08,29,0,es,0.7511,4.33,0,0,8,1,Congo,1,0
2023-12-08,12,Friday,ChatGPT,GPT-4-turbo,950000,47500,47500,0.05,0.95,07251ec7-ad93-45cb-ac3e-86e57f7a5fc9,0,Explain personal finance in simple terms,6,427,Education,3,0.68,25,0,fr,0.8183,4.33,0,0,3,1,Fiji,1,0
2023-12-08,12,Friday,ChatGPT,GPT-4-turbo,950000,47500,47500,0.05,0.95,b3c96da3-15d8-48a5-a3ed-36fc30cb4182,0,Draft a professional email about AI ethics,7,119,Professional Writing,4,1.08,24,1,zh,0.787,4.12,0,0,6,0,Colombia,1,0
2023-12-08,12,Friday,ChatGPT,GPT-4-turbo,950000,47500,47500,0.05,0.95,6d1cce72-8e1f-4acc-b101-f851ffb288ae,0,What are the best practices for climate change?,8,494,Best Practices,4,1.08,32,0,de,0.7475,4.36,0,0,10,1,Belize,1,0
2023-12-08,12,Friday,ChatGPT,GPT-4-turbo,950000,47500,47500,0.05,0.95,f5df4d6f-28d1-462d-8efb-b59b57df54c0,0,What are the best practices for climate change?,8,332,Best Practices,5,1.48,25,0,es,0.8025,4.06,0,0,7,2,Kiribati,1,0
2023-12-08,12,Friday,ChatGPT,GPT-4-turbo,950000,47500,47500,0.05,0.95,69f9cc80-e104-47ca-b74d-a99f876497c8,0,Draft a professional email about personal finance,7,269,Professional Writing,3,0.68,39,0,zh,0.7439,4.16,0,0,8,3,Guyana,1,0
2023-12-08,12,Friday,ChatGPT,GPT-4-turbo,950000,47500,47500,0.05,0.95,bbd58b65-9f26-41ab-a591-914e065a6b7c,0,Write a blog post about climate change,7,301,Content Creation,3,0.68,15,0,es,0.7468,4.32,0,1,10,1,Gibraltar,1,0
2023-12-08,12,Friday,ChatGPT,GPT-4-turbo,950000,47500,47500,0.05,0.95,1bbc6b58-510d-48c1-aa89-d373422f51f6,0,Draft a professional email about AI ethics,7,177,Professional Writing,3,0.68,10,1,en,0.8082,4.12,0,0,8,1,Oman,1,0
2023-12-08,12,Friday,ChatGPT,GPT-4-turbo,950000,47500,47500,0.05,0.95,9568af9f-f9b1-4c16-8e6c-5a04536077ae,0,What are the best practices for AI ethics?,8,319,Best Practices,4,1.08,40,0,fr,0.8264,4.26,0,1,10,1,South Africa,1,0
2023-12-08,12,Friday,ChatGPT,GPT-4-turbo,950000,47500,47500,0.05,0.95,66a4ff24-1c98-4396-aea4-3a01ed76a20c,0,Write a blog post about AI ethics,7,306,Content Creation,3,0.68,27,0,en,0.7626,4.01,0,0,1,1,Bulgaria,1,0
2023-12-08,12,Friday,ChatGPT,GPT-4-turbo,950000,47500,47500,0.05,0.95,8d4c0d6c-2ea6-4e33-b73b-169706f0b36d,0,Explain climate change in simple terms,6,289,Education,4,1.08,7,0,en,0.7724,4.12,0,0,6,2,Burkina Faso,1,0
2023-12-08,12,Friday,ChatGPT,GPT-4-turbo,950000,47500,47500,0.05,0.95,ffdf4806-2227-44e1-8a5a-f43622d798f6,0,Draft a professional email about climate change,7,225,Professional Writing,5,1.48,9,2,es,0.8307,4.13,0,1,9,2,Guyana,1,0
2023-12-08,12,Friday,ChatGPT,GPT-4-turbo,950000,47500,47500,0.05,0.95,75fdede2-2c7c-4160-9e16-33e8c0d254bd,0,Write a blog post about personal finance,7,63,Content Creation,3,0.68,22,1,de,0.776,4.13,0,0,5,1,Azerbaijan,1,0
2023-12-08,12,Friday,ChatGPT,GPT-4-turbo,950000,47500,47500,0.05,0.95,30160512-708c-409f-ae06-65c0e279ca65,0,What are the best practices for climate change?,8,92,Best Practices,4,1.08,40,0,es,0.7865,4.17,0,0,5,2,Samoa,1,0
2023-12-08,12,Friday,ChatGPT,GPT-4-turbo,950000,47500,47500,0.05,0.95,8e292ae5-5158-4905-ae35-8112f6dcd467,0,What are the best practices for personal finance?,8,452,Best Practices,4,1.08,20,2,de,0.8167,4.19,0,0,7,3,Taiwan,1,0
2023-12-08,12,Friday,ChatGPT,GPT-4-turbo,950000,47500,47500,0.05,0.95,21255975-729f-4641-a081-ace63df233cc,0,Write a blog post about personal finance,7,62,Content Creation,3,0.68,14,0,zh,0.7376,3.99,0,0,4,1,Suriname,1,0
2023-12-08,12,Friday,ChatGPT,GPT-4-turbo,950000,47500,47500,0.05,0.95,e659e4fd-83e9-40b1-9400-33cbb1b4f4db,0,Write a blog post about climate change,7,392,Content Creation,4,1.08,26,0,fr,0.7316,4.23,0,0,9,2,Yemen,1,0
2023-12-08,12,Friday,ChatGPT,GPT-4-turbo,950000,47500,47500,0.05,0.95,2b09092e-3899-4641-a925-66afafbd733a,0,Explain AI ethics in simple terms,6,343,Education,5,1.48,37,1,fr,0.8075,4.08,0,0,4,3,Bouvet Island (Bouvetoya),1,0
2023-12-08,12,Friday,ChatGPT,GPT-4-turbo,950000,47500,47500,0.05,0.95,c832bc5f-5771-4d6b-aab7-fa07d1107d7f,0,Explain AI ethics in simple terms,6,127,Education,4,1.08,11,2,en,0.8165,4.21,0,1,9,3,Gabon,1,0
2023-12-08,12,Friday,ChatGPT,GPT-4-turbo,950000,47500,47500,0.05,0.95,80aba932-ff03-4b6d-8d55-b9194bff18b7,0,Write a blog post about AI ethics,7,318,Content Creation,4,1.08,22,0,es,0.759,4.1,0,0,4,3,French Southern Territories,1,0
2023-09-04,9,Monday,DeepSeek,DeepSeek-Chat 1.5,500000,50000,10000,0.02,0.95,04e50031-5daf-4a18-bb06-ccafceeb3e0e,1,Debug this error in neural networks:,6,60,Debugging,5,2.21,55,0,zh,0.9117,0.99,2,0,2,3,Lao People's Democratic Republic,0,1
2023-09-04,9,Monday,DeepSeek,DeepSeek-Chat 1.5,500000,50000,10000,0.02,0.95,516de599-34a6-4fa9-9415-6ab4795779da,0,How to implement neural networks in Python?,7,220,Implementation Help,5,2.21,50,0,de,0.9002,0.9,2,0,7,0,Equatorial Guinea,1,0
2023-09-04,9,Monday,DeepSeek,DeepSeek-Chat 1.5,500000,50000,10000,0.02,0.95,d7b20eb5-999d-41d5-a958-cf37f6ae9297,1,Optimize this REST APIs code:,5,271,Code Optimization,5,2.21,21,0,en,0.9927,0.82,2,0,6,1,Iceland,0,1
2023-09-04,9,Monday,DeepSeek,DeepSeek-Chat 1.5,500000,50000,10000,0.02,0.95,82f60914-ee5d-4c6f-bb05-81e21b6e4e08,0,How to implement neural networks in Python?,7,382,Implementation Help,5,2.21,35,0,es,0.9239,0.87,2,0,7,0,Luxembourg,1,0
2023-09-04,9,Monday,DeepSeek,DeepSeek-Chat 1.5,500000,50000,10000,0.02,0.95,20d0a810-bfcd-45b1-9d52-78547e5e2c49,0,How to implement SQL optimization in Python?,7,254,Implementation Help,4,1.81,12,1,es,0.9922,0.9,2,1,10,3,Myanmar,1,0
2023-09-04,9,Monday,DeepSeek,DeepSeek-Chat 1.5,500000,50000,10000,0.02,0.95,50be8c35-00fd-4106-92ed-b0d1606d3573,1,Debug this error in neural networks:,6,77,Debugging,4,1.81,29,1,de,0.9121,0.71,2,0,5,0,Cambodia,0,1
2023-09-04,9,Monday,DeepSeek,DeepSeek-Chat 1.5,500000,50000,10000,0.02,0.95,a9ce011e-2a32-4788-a855-2a2470edc5b8,1,Debug this error in SQL optimization:,6,151,Debugging,5,2.21,60,0,en,0.9794,0.92,2,0,9,0,Saudi Arabia,0,1
